RecordingTime_ms_,TimeOfDay_h_m_s_ms_,Trial,Stimulus,ExportStartTrialTime_ms_,ExportEndTrialTime_ms_,Participant,Color,RUNNUMBER,TrackingRatio___,CategoryGroup,CategoryRight,IndexRight,PupilDiameterRight_mm_,PointOfRegardRightX_px_,PointOfRegardRightY_px_,GazeVectorRightX,GazeVectorRightY,GazeVectorRightZ,EyePositionRightX_mm_,EyePositionRightY_mm_,EyePositionRightZ_mm_,PupilPositionRightX_px_,PupilPositionRightY_px_
230621.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Information,Separator,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230624.7,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,3.8,956,525,0.1,0.1,-1,-3.9,4.1,679.1,651.7,495
230628.7,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,3.8,954.4,532.7,0.1,0.1,-1,-3.8,4,677.8,651.7,495
230632.6,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,3.8,951.4,535.2,0.1,0.1,-1,-3.8,4,676.7,651.7,495
230636.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
230640.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,3.8,952.4,543.8,0.1,0.1,-1,-3.8,4,675.7,651.6,495.1
230644.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,3.8,950.2,547.2,0.1,0.1,-1,-3.8,4,674.9,651.6,495.1
230648.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,3.8,950,553.8,0.1,0.1,-1,-3.8,4,674.2,651.6,495.1
230652.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
230656.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.1,NMQ_4,DarkGoldenrod,NaN,86.2,Eye,Fixation,1,3.8,950.3,557.3,0.1,0.1,-1,-3.8,4,673.6,651.6,495.2
