RecordingTime_ms_,TimeOfDay_h_m_s_ms_,Trial,Stimulus,ExportStartTrialTime_ms_,ExportEndTrialTime_ms_,Participant,Color,RUNNUMBER,TrackingRatio___,CategoryGroup,CategoryRight,IndexRight,PupilDiameterRight_mm_,PointOfRegardRightX_px_,PointOfRegardRightY_px_,GazeVectorRightX,GazeVectorRightY,GazeVectorRightZ,EyePositionRightX_mm_,EyePositionRightY_mm_,EyePositionRightZ_mm_,PupilPositionRightX_px_,PupilPositionRightY_px_
270984.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Information,Separator,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
270985.9,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,991.3,540.4,0,0.2,-1,33.3,10.3,595.1,505.3,466.7
270989.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,991.6,540.8,0,0.2,-1,33.4,10.3,595.3,505.3,466.7
270993.7,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,990.8,540.8,0,0.2,-1,33.4,10.3,595.8,505.3,466.7
270997.7,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
271001.6,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,990.6,540.8,0,0.2,-1,33.4,10.3,596.5,505.2,466.7
271005.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,990.5,539.7,0,0.2,-1,33.5,10.3,597.2,505.2,466.7
271009.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,990.8,539.4,0,0.2,-1,33.5,10.3,597.6,505.2,466.8
271013.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
271017.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,990.2,538.4,0,0.2,-1,33.5,10.3,598.2,505.2,466.8
271021.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,990.4,537.6,0,0.2,-1,33.6,10.3,598.6,505.2,466.8
271025.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,989.9,536.8,0,0.2,-1,33.6,10.3,599,505.2,466.8
271029.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
271033.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,989.6,535.9,0,0.2,-1,33.6,10.3,599.2,505.2,466.9
271037.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,989.2,534.8,0,0.2,-1,33.6,10.3,599.3,505.1,466.9
271041.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,988.4,533.1,0,0.2,-1,33.6,10.3,599.4,505.1,466.9
271045.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
271049.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,987.1,532.2,0,0.2,-1,33.6,10.2,599.1,505.1,466.9
271053.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,986.4,531.1,0,0.2,-1,33.6,10.2,598.6,505.1,466.9
271057.5,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.6,C008,Lime,1,86.1,Eye,Fixation,1,4.8,985.2,530.7,0,0.2,-1,33.6,10.2,598.1,505.1,466.9
