RecordingTime_ms_,TimeOfDay_h_m_s_ms_,Trial,Stimulus,ExportStartTrialTime_ms_,ExportEndTrialTime_ms_,Participant,Color,RUNNUMBER,TrackingRatio___,CategoryGroup,CategoryRight,IndexRight,PupilDiameterRight_mm_,PointOfRegardRightX_px_,PointOfRegardRightY_px_,GazeVectorRightX,GazeVectorRightY,GazeVectorRightZ,EyePositionRightX_mm_,EyePositionRightY_mm_,EyePositionRightZ_mm_,PupilPositionRightX_px_,PupilPositionRightY_px_
1525256.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Information,Separator,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1525258.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,976,556.1,0,0.2,-1,28.7,-6,609.2,526.5,532.1
1525262.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,975.6,555.7,0,0.2,-1,28.7,-6,609.3,526.5,532.1
1525266.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,976,555,0,0.2,-1,28.7,-6,609.3,526.5,532.1
1525270.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,977.8,554,0,0.2,-1,28.7,-6,609.4,526.4,532.1
1525274.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,976.9,553.5,0,0.2,-1,28.7,-6,609.4,526.5,532.1
1525278.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,977.1,553.8,0,0.2,-1,28.7,-6,609.4,526.5,532.1
1525282.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,976.8,552.3,0,0.2,-1,28.7,-6,609.5,526.5,532
1525286,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,977.4,551.7,0,0.2,-1,28.7,-6,609.4,526.5,532
1525290,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,977.9,548.9,0,0.2,-1,28.7,-6,609.4,526.5,531.9
1525293.9,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,979.9,549.3,0,0.2,-1,28.7,-6,609.2,526.4,532
1525297.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,979.8,547,0,0.2,-1,28.7,-6,609.1,526.5,531.9
1525301.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,981,546.3,0,0.2,-1,28.6,-6,608.9,526.5,532
1525305.7,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,981.3,544.4,0,0.2,-1,28.6,-6,608.8,526.5,531.9
1525309.6,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.2,NMQ_2,DarkBlue,NaN,86.7,Eye,Fixation,1,4.1,981.5,544.4,0,0.2,-1,28.6,-6,608.7,526.5,532
