RecordingTime_ms_,TimeOfDay_h_m_s_ms_,Trial,Stimulus,ExportStartTrialTime_ms_,ExportEndTrialTime_ms_,Participant,Color,RUNNUMBER,TrackingRatio___,CategoryGroup,CategoryRight,IndexRight,PupilDiameterRight_mm_,PointOfRegardRightX_px_,PointOfRegardRightY_px_,GazeVectorRightX,GazeVectorRightY,GazeVectorRightZ,EyePositionRightX_mm_,EyePositionRightY_mm_,EyePositionRightZ_mm_,PupilPositionRightX_px_,PupilPositionRightY_px_
1677602.9,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Information,Separator,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1677604.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,979.6,578.3,-0.1,0.1,-1,60,44.8,589.4,397.9,327.9
1677608.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,979.1,580.5,-0.1,0.1,-1,60,44.8,589.2,397.9,328
1677612.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,977.6,580.1,-0.1,0.1,-1,60,44.8,589.2,397.9,327.9
1677616.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
1677620.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,976.7,579.6,-0.1,0.1,-1,60,44.7,589.1,397.9,327.9
1677624.4,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,976.9,580.2,-0.1,0.1,-1,60,44.8,589.1,397.8,327.9
1677628.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,976.2,580.5,-0.1,0.1,-1,60,44.8,589,397.9,327.9
1677632.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,973.8,579.4,-0.1,0.1,-1,60,44.8,588.9,397.9,327.8
1677636.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,972,579.3,-0.1,0.1,-1,59.9,44.7,588.7,397.8,327.8
1677640.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,972.2,580,-0.1,0.1,-1,59.9,44.7,588.6,397.7,327.9
1677644.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,969.3,581.7,-0.1,0.1,-1,59.9,44.8,588.6,397.9,327.8
1677648.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,969.3,582.7,-0.1,0.1,-1,60,44.8,588.7,397.7,327.8
1677652.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,968.1,582.6,-0.1,0.1,-1,60,44.8,588.8,397.7,327.7
1677656.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,965.5,582.2,-0.1,0.1,-1,60,44.8,589,397.8,327.7
1677660.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,963.7,584.1,-0.1,0.1,-1,60,44.8,589.2,397.8,327.7
1677664.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,960.6,583.8,-0.1,0.1,-1,60,44.8,589.4,397.9,327.6
1677668.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,960.6,586.1,-0.1,0.1,-1,60.1,44.9,589.6,397.7,327.7
1677672.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,961,586.8,-0.1,0.1,-1,60.1,44.9,589.7,397.7,327.7
1677676.3,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,958.6,587.2,-0.1,0.1,-1,60.1,44.9,589.9,397.8,327.6
1677680.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,959.9,588.2,-0.1,0.1,-1,60.1,44.9,590,397.7,327.6
1677684.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,956.2,589,-0.1,0.1,-1,60.1,44.9,590,397.8,327.7
1677688.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,960,589.7,-0.1,0.1,-1,60.1,44.9,590,397.6,327.7
1677692.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
1677696.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,958.1,590.5,-0.1,0.1,-1,60.1,44.9,589.8,397.7,327.8
1677700.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,958.9,590.4,-0.1,0.1,-1,60.1,44.8,589.6,397.6,327.7
1677704.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,962.7,589.8,-0.1,0.1,-1,60.1,44.8,589.4,397.5,327.7
1677708.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
1677712.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,964,588.2,-0.1,0.1,-1,60,44.8,589.1,397.5,327.8
1677716.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,965.2,588.6,-0.1,0.1,-1,60,44.8,589,397.6,327.9
1677720.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,3.3,966.4,588.1,-0.1,0.1,-1,60,44.7,588.8,397.5,327.9
1677724.2,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,Cpilot2,Crimson,NaN,83.8,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
