RecordingTime_ms_,TimeOfDay_h_m_s_ms_,Trial,Stimulus,ExportStartTrialTime_ms_,ExportEndTrialTime_ms_,Participant,Color,RUNNUMBER,TrackingRatio___,CategoryGroup,CategoryRight,IndexRight,PupilDiameterRight_mm_,PointOfRegardRightX_px_,PointOfRegardRightY_px_,GazeVectorRightX,GazeVectorRightY,GazeVectorRightZ,EyePositionRightX_mm_,EyePositionRightY_mm_,EyePositionRightZ_mm_,PupilPositionRightX_px_,PupilPositionRightY_px_
219294.1,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Information,Separator,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
219297.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,976,667.2,0,0.1,-1,26.8,18.1,615,534.7,439
219301.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,977.1,669.7,0,0.1,-1,26.8,18.1,615.6,534.7,439.2
219305.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,976.3,669.1,0,0.1,-1,26.9,18.1,616.3,534.7,439.1
219309.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,974.5,672.3,0,0.1,-1,26.9,18.1,617.1,534.8,439.2
219313.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,974.2,673.6,0,0.1,-1,26.9,18.1,618,534.8,439.3
219317.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,973.6,672.7,0,0.1,-1,27,18.1,618.9,534.8,439.3
219321.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
219325.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,972.5,670.9,0,0.1,-1,27,18.1,620.1,534.9,439.3
219329.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,972.5,668.3,0,0.1,-1,27,18.2,621.2,534.9,439.4
219333.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,972.3,664.2,0,0.1,-1,27.1,18.2,622,534.9,439.4
219337.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
219341.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,972.6,659.8,0,0.1,-1,27.1,18.2,622.6,535,439.3
219345.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,971.7,657.4,0,0.1,-1,27.1,18.2,623.1,535,439.3
219349.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,6,969.2,653.8,0,0.1,-1,27.1,18.3,623.6,535.1,439.2
219353.8,NaN,Trial012,ARTLAND_1_Van Gogh Starry Night.png,0,5027.3,C004,LightSeaGreen,1,86.4,Eye,Fixation,1,0,0,0,0,0,0,0,0,0,0,0
